date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:04:35	51337/51337	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jun%202024%2002:04:36%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/catninja.jpg	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/catninja.jpg	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:36	6449/6449	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2002:04:36%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/ucn.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/ucn.html	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:36	254907/254907	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jun%202024%2002:04:37%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/ucn.jpg	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/ucn.jpg	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:37	6459/6459	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2002:04:37%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/justfall.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/justfall.html	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:37	230434/230434	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jun%202024%2002:04:38%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/justfall.jpg	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/justfall.jpg	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:37	6465/6465	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2002:04:38%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/slowroads.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/slowroads.html	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:38	260817/260817	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202024%2002:04:38%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/slowroads.png	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/slowroads.png	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:38	7262/7262	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2002:04:39%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/mario63.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/mario63.html	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:39	74577/74577	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jun%202024%2002:04:39%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/mario63.jpg	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/mario63.jpg	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:39	6471/6471	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2002:04:40%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/pokemonemerald.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/pokemonemerald.html	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:39	71168/71168	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jun%202024%2002:04:40%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/pokemonemerald.jpg	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/pokemonemerald.jpg	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:40	6468/6468	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2002:04:40%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/pokemonruby.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/pokemonruby.html	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:40	143846/143846	---M--	200	added ('OK')	image/webp	date:Tue,%2004%20Jun%202024%2002:04:41%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/pokeruby.webp	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/pokeruby.webp	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:40	6473/6473	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2002:04:41%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/newsupermario.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/newsupermario.html	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:41	182231/182231	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jun%202024%2002:04:41%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/nsmb.jpg	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/nsmb.jpg	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:41	6471/6471	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2002:04:42%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/pokemonsapphire.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/pokemonsapphire.html	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:42	101996/101996	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202024%2002:04:42%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/pokesaph.png	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/pokesaph.png	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:42	6469/6469	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2002:04:43%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/chromedino.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/chromedino.html	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:42	27926/27926	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jun%202024%2002:04:43%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/dinochrome.jpg	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/dinochrome.jpg	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:43	6455/6455	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2002:04:43%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/flappybird.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/flappybird.html	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:43	80148/80148	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jun%202024%2002:04:44%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/flappy.jpg	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/flappy.jpg	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:43	6442/6442	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2002:04:44%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/ctr.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/ctr.html	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:44	82797/82797	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jun%202024%2002:04:44%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/ctr.jpg	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/Images/ctr.jpg	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/class.html)
22:04:44	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:45%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/fav.png	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/fav.48.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/1v1lol.html)
22:04:45	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:45%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/1v1lol/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/1v1lol/index.49.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/1v1lol.html)
22:04:45	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:46%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/Basketball-Stars-main/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/Basketball-Stars-main/index.4a.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/basketstars.html)
22:04:46	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:46%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/bitlife/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/bitlife/index.4b.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/bitlife.html)
22:04:46	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:47%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/run3-main/run3-main/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/run3-main/run3-main/index.4c.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/run3.html)
22:04:47	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:47%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/fnaw.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/fnaw.4d.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/fnaw.html)
22:04:47	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:48%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/stickmanhook/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/stickmanhook/index.4e.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/stickmanhook.html)
22:04:48	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:48%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/Dante-main/Dante-main/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/Dante-main/Dante-main/index.4f.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/dante.html)
22:04:48	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:49%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/baldisbasics-main/baldisbasics-main/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/baldisbasics-main/baldisbasics-main/index.50.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/baldi.html)
22:04:49	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:49%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/vex6/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/vex6/index.51.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/vex6.html)
22:04:49	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:50%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/FNAF1-main/FNAF1-main/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/FNAF1-main/FNAF1-main/index.52.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/fnaf1.html)
22:04:50	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:50%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/slope/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/slope/index.53.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/slope.html)
22:04:50	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:51%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/cookieclicker/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/cookieclicker/index.54.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/cookieclicker.html)
22:04:51	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:51%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/2048/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/2048/index.55.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/2048.html)
22:04:51	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:52%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/1528775_alternate_113347_r86/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/1528775_alternate_113347_r86/index.56.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/fnf.html)
22:04:52	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:52%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/EggyCar-main/EggyCar-main/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/EggyCar-main/EggyCar-main/index.57.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/eggycar.html)
22:04:52	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:53%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/ucn-main/ucn-main/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/ucn-main/ucn-main/index.58.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/ucn.html)
22:04:53	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:53%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/justfall-main/justfall-main/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/justfall-main/justfall-main/index.59.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/justfall.html)
22:04:53	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:54%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/slowroads-main%20(1)/slowroads-main/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/slowroads-main%20(1)/slowroads-main/index.5a.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/slowroads.html)
22:04:54	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:55%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/chrome-dino-master/chrome-dino-master/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/chrome-dino-master/chrome-dino-master/index.5b.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/chromedino.html)
22:04:55	7637/7637	---MC-	503	error ('Service%20Unavailable')	text/html	date:Tue,%2004%20Jun%202024%2002:04:55%20GMT	https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/cuttherope/index.html	C:/My%20Web%20Sites/mmv3/12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/schoolwork/cuttherope/index.5c.delayed	(from https://12a54ed7-e4f3-4ebe-b2c5-7de5c7f8462f-00-2pz75lpsgkbpx.worf.replit.dev/assignments/ctr.html)
